SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,Region,House_Cond,Urban_Rural,House_Price
1914,1,4,17.6,68,1,8273,38,138.36,130,7.5,21,2.85,1129.47,140956,D,Medium,Rural,534404.29
5420,4,4,0.8,9,2,11033,99,52.17,120,2.1,29,2.08,3492.24,197759,B,Medium,Rural,1372816.39
3498,1,2,20.5,5,2,4535,75,37.58,82,6.9,14,1.95,3492.7,199065,D,Low,Rural,875868.78
677,4,4,12.1,119,2,19677,26,173.78,61,3.6,14,1.61,582.45,176150,C,High,Urban,581982.45
3221,2,4,41,114,2,18488,45,307.38,56,5.2,10,2.34,591.02,85708,B,Medium,Rural,709382.74
4827,2,2,17.2,12,1,9853,33,418.76,0,9.3,28,3.47,3642.2,37270,E,High,Urban,863482.66
1200,6,2,41.5,64,3,1908,32,91.78,101,0.5,19,1.5,7412.42,113644,E,Medium,Urban,364998.44
1665,6,4,0.5,19,2,5617,91,212.32,68,5.1,25,4.84,6428.42,101580,D,Low,Urban,626038.4
2736,5,3,15.7,56,2,11048,94,195.98,58,8.6,29,1.06,2770.67,157335,C,Medium,Rural,747532.64
3049,3,1,12.4,110,1,3311,95,256.7,45,5.9,16,2.66,6226.25,40752,D,High,Urban,516258.03
2943,5,4,12.1,45,1,17020,49,404.79,105,2.8,9,0.88,6650.09,31621,C,High,Rural,613549.24
2463,4,4,3.9,7,1,18173,19,276.82,33,4,20,0.6,5464.41,62369,A,High,Urban,549815.54
1918,5,3,9.8,9,1,14585,39,423.33,100,6.8,16,4.65,5452.86,92592,B,High,Urban,584788.79
5311,1,4,28,72,3,15017,98,259.28,96,8.9,20,4.15,4012.6,80267,C,Medium,Urban,934266.19
4197,4,4,14.9,112,3,17555,94,301.92,28,0.5,27,3.62,1672.25,106873,D,Low,Urban,991502.53
4362,6,1,21.2,104,2,13552,57,218.69,122,0.8,8,4.39,4162.1,144790,A,Low,Urban,1097128.68
5742,2,1,19.2,66,3,14337,30,411.55,72,3.3,7,4.11,3780.68,34245,D,Medium,Urban,904510.88
5270,6,1,43.9,10,2,2885,37,461.91,142,2.4,11,3.41,6123.74,52676,E,Medium,Urban,882557.4
2790,3,2,45.3,11,2,2049,85,319.57,3,2.7,21,4.31,8634.47,133982,E,High,Rural,709529.22
1592,4,2,24.9,9,3,11503,44,410.39,37,2.3,6,2.26,4066.06,152424,B,Medium,Urban,508328.13
3312,4,1,16.8,24,2,2161,40,29.5,19,2,15,2.99,7242.49,25243,B,Low,Urban,658341.21
2792,1,1,5.8,48,1,1815,8,453.06,112,1.4,19,3.99,8212.39,196405,A,Medium,Rural,773919.74
1848,3,2,47.7,48,2,4766,8,94.46,22,9.3,14,0.88,2511.64,79484,E,Medium,Rural,414377.02
3654,2,3,3.5,88,1,4239,62,128.26,110,1.5,15,4.36,9065.68,104926,C,Low,Rural,800652.95
5198,4,4,15.2,10,3,14942,78,26.67,135,2.1,6,1.21,1169.23,113730,E,Low,Urban,1109034.58
4633,4,4,15.3,61,3,9272,76,482.7,44,2.5,29,4.39,9066.33,69974,B,Medium,Rural,916338.87
2597,1,1,16.4,117,2,1869,21,426.01,96,9.3,24,1.9,2054.51,116383,D,High,Urban,601001.4
5516,5,3,8.6,35,1,6526,15,456.59,32,7.6,10,1.97,3703.11,85702,A,High,Rural,1074629.85
4287,2,2,39.3,38,2,8741,31,423.61,134,7.9,14,0.83,6249.73,172382,E,High,Urban,922764.02
2751,6,1,6.6,52,3,5694,65,239.77,21,1.1,16,4.49,9103.99,130827,C,Low,Rural,790786.28
4618,3,3,31.9,89,2,2934,89,462.04,132,8.4,13,1.29,2929.16,168511,C,Low,Urban,981449.28
3710,4,3,6.6,77,2,18087,13,484.74,14,4.1,11,3.34,7753.95,152326,C,High,Urban,925975.63
2570,4,3,4,102,1,17318,37,251.28,20,2.7,25,3.4,7249.14,24286,A,Medium,Urban,523563.35
797,6,2,45.5,55,3,19907,97,87.81,125,5.8,3,1.77,2017.23,89543,C,Medium,Rural,285050.23
3226,2,2,9.9,103,2,7159,7,329.31,88,8.2,8,4.94,5054.91,34992,C,Medium,Rural,558324.31
1802,5,4,41.2,0,1,16719,99,487.72,16,7.8,28,0.79,5074.3,82052,E,Low,Rural,597538.86
2635,4,4,27.5,55,2,13993,20,436.07,55,8.9,3,3.24,3393.81,160795,A,Low,Rural,871814.18
1077,2,3,4.4,117,1,14813,55,430.91,49,9.3,2,2.66,7909.25,113640,D,High,Rural,462576.41
1854,6,3,47.8,3,1,2164,45,466.91,134,2.5,21,1.6,9296.37,85183,D,Medium,Urban,537509.14
1522,1,2,12.7,29,2,1619,42,446.98,117,4.3,14,1.24,7307.44,165662,C,Low,Rural,521904.49
1019,5,4,43.1,11,3,8982,91,388.14,121,0.2,20,3.82,9743.07,101174,B,Low,Urban,460612.46
2804,3,3,8.9,119,3,4066,45,359.14,49,8.8,29,4.62,979.45,65002,A,High,Urban,550046.18
3197,4,4,42.8,34,1,9638,47,132.38,59,1.6,21,0.98,853.62,197851,B,Medium,Urban,990538.1
1720,2,4,1.2,76,3,3337,69,310.67,124,8.6,22,1.37,8991.66,163088,A,Low,Urban,615314.76
3668,1,3,25.8,51,1,6594,83,260.74,115,3.4,15,4.94,9029.1,199255,A,Low,Rural,1003070.32
1550,3,2,38.6,30,3,3460,30,430.97,134,3.7,3,0.57,1517.65,155816,E,Low,Rural,542176.95
2936,2,3,46.8,101,2,7820,32,245.86,87,0.5,1,2.79,3895.74,130269,C,Low,Rural,636327.79
5973,2,3,45.5,106,3,4442,43,63.87,104,3.3,15,2.82,8436.25,119306,E,Medium,Rural,1095566.91
2843,3,4,41.1,86,1,17191,70,2.49,54,8.9,20,1.68,1721.14,197429,B,High,Rural,851443.47
3245,1,3,44.5,67,1,17326,7,338.94,63,0.4,22,3.48,3040.57,50239,B,Medium,Rural,668467.18
2457,6,2,10.4,51,3,11529,72,274.95,95,4.1,2,4.75,6969.46,116001,D,High,Urban,602434.54
5212,1,3,14.6,79,2,18675,1,165.48,43,0.4,18,2.53,9828.04,163994,E,Low,Rural,1074248.88
2465,5,2,14.8,6,1,11390,16,84.49,129,3.8,1,3.87,8072.82,151156,E,Medium,Urban,757241.63
3512,4,2,19.2,21,1,15030,51,233.36,148,1.8,9,3.41,7884.52,72147,E,High,Urban,710717.7
5837,3,4,20,92,1,6374,44,50.14,49,2.6,3,2.63,3755.3,131319,D,High,Urban,1114225.64
3453,6,1,27.5,74,1,14142,36,168.05,110,8.8,2,0.72,6782.76,80631,E,Low,Urban,708379.62
5510,3,1,8.4,55,1,13204,41,189.61,136,4.4,4,3.84,1574.34,35373,E,High,Rural,932071
3828,3,4,34.7,96,2,8394,43,232.81,98,2.8,16,2.13,9926.54,25156,E,High,Rural,698820.99
4319,1,3,8.8,57,3,18088,80,233.31,147,5.9,22,1.51,5065.55,189623,E,High,Urban,977022.67
3828,4,4,15.9,92,2,1825,37,128.5,145,1.5,1,4.77,6568.67,58463,B,Low,Rural,714973.6
2971,5,2,25.4,63,2,10196,98,425.11,83,2.7,9,3.98,8823.63,130661,C,Medium,Urban,826122.84
3491,2,1,39.9,102,1,12652,93,177.77,29,5.5,25,4.83,509.17,69305,B,Low,Urban,718215.51
4356,2,4,37.1,11,2,17760,5,114.79,64,2.5,8,1.65,9771.83,160725,E,High,Urban,1057349.23
4825,3,3,32.5,6,1,1972,67,87.9,23,6.8,6,4.26,3912.01,43068,A,High,Urban,821155.78
694,4,4,8.2,54,2,12268,50,161.29,89,5,20,3.23,3726.11,185859,A,Medium,Rural,546146.71
3274,6,1,27.6,102,1,1443,34,33.78,105,7.7,18,4.92,1878.1,176745,D,High,Urban,775078.81
2555,1,4,4.8,105,1,1754,57,16.45,76,9.5,16,4.76,8652.75,167227,B,Medium,Rural,698394.86
1393,4,4,19.2,61,2,17023,56,302.57,67,1.2,8,4.88,8772.98,20570,D,High,Urban,341973.14
2434,4,1,21,111,2,11363,72,309.57,108,3.4,23,4.78,689.9,126226,D,High,Rural,632070
2716,1,2,2.5,89,3,11897,5,264.79,144,3.3,28,0.53,1029.39,101736,A,Low,Rural,653433.06
4706,3,2,14.1,103,3,6396,12,381.14,96,1.6,4,3.83,9224.25,162841,B,Low,Rural,1020440.2
3925,4,1,47.8,72,3,4465,58,19.58,132,8.1,3,1.72,1667.25,58921,C,Medium,Urban,655559.61
3519,2,4,47.7,104,2,3711,85,467.99,91,7.6,15,3.67,6398.81,170147,B,Low,Urban,885198.72
3197,1,1,17.9,97,2,19791,91,47.53,87,4.9,6,4.91,6386.68,109589,D,Medium,Rural,682145.29
3805,6,2,2.6,108,1,6747,29,337.01,49,5.4,1,0.68,8762.44,30301,E,Low,Rural,710128.12
5407,5,3,9.4,76,3,19107,99,66.7,102,0.7,18,3.05,5940.21,144798,D,Medium,Urban,1102573.04
1414,3,4,19.9,54,1,2919,1,439.95,111,5.6,23,3.81,4623.11,199431,B,High,Rural,663973.06
945,1,2,47.4,118,1,18302,57,255.36,45,7.9,11,1.64,9756.62,75119,A,Medium,Rural,377154.33
2949,5,4,7.5,35,1,14473,35,41.15,10,5.8,3,1.51,2673.75,89191,B,Low,Rural,700826.45
962,5,1,38.3,88,1,17965,71,308.36,11,2.7,13,0.77,2995.82,36347,C,Medium,Urban,323044.14
3043,6,3,5.9,23,3,15235,44,4.55,140,6.7,17,0.92,1305.31,141359,E,Low,Urban,879170.05
2865,4,1,49.1,43,1,16710,8,388.01,63,3.7,18,3.46,9765.51,42053,E,High,Urban,579517.05
2788,6,3,19.4,16,2,15434,64,325.29,7,5.5,26,2.77,7210.42,79056,D,Low,Urban,732292.29
3605,4,4,38.9,1,2,14478,76,106.31,8,4.9,26,0.64,614.92,78688,B,High,Urban,768797.95
3881,4,4,17.5,12,2,4881,49,187.38,129,3.9,14,4.86,7190.98,146845,A,High,Urban,876009.26
1584,1,1,31.6,30,3,2999,78,3.9,77,7.2,25,3.45,4339.29,78450,C,Low,Rural,390221.43
2239,1,3,10,92,1,15849,31,346.84,140,8.9,7,2.82,9691.72,146385,D,High,Rural,641027.35
1427,3,3,7.7,113,3,11903,97,161.33,1,0.2,7,1.73,3135.18,163376,B,Low,Rural,517505.76
3330,4,4,46.9,27,1,17784,42,285.79,73,9.3,14,3.46,7247.72,124816,A,Medium,Rural,804788.31
4131,5,1,45.9,59,3,15700,94,478.36,130,5.2,26,2.14,6460.62,51403,B,High,Rural,680456.6
5051,2,3,44.4,26,3,6445,77,149.73,133,7,24,3.66,614.47,133547,A,Medium,Rural,1120970.32
3535,3,4,31.5,14,1,3628,53,495.12,86,8.6,15,3.57,8909.56,127078,B,Medium,Urban,871680.16
4476,1,2,40.5,94,3,19040,46,316.36,4,4.7,12,0.92,1826.32,122654,B,Low,Rural,876632.44
726,6,1,3.9,103,1,18004,13,121.04,130,8.4,12,4.59,6804.09,96418,D,Low,Rural,374421.46
3777,3,2,17.1,78,2,1246,47,218.39,137,1.9,8,2.69,7867.71,188496,B,High,Urban,865855.26
3656,3,1,16,32,2,6212,54,370.23,146,1.7,16,2.27,6493.81,79924,B,Low,Urban,619784.85
1203,3,4,32,19,2,4339,28,223.24,13,6.6,9,4.8,1422.58,148391,D,Medium,Rural,501228.91
4049,3,3,18.1,41,3,3368,46,34.25,148,8.7,2,2.47,9764.2,172250,D,Medium,Rural,961221.84
5709,2,3,7.9,11,2,13186,62,84.3,123,8.9,14,3.75,2749.77,168893,E,Medium,Rural,1279824.72
4746,6,3,30,100,1,2839,18,395.65,42,6.5,24,3.45,6464.72,20714,E,High,Urban,821938.34
4133,6,1,40.8,72,2,7205,90,324.19,27,5.3,24,1.24,8073.19,102328,D,Low,Urban,821126.43
3967,6,4,19.4,22,2,5395,8,284.91,148,3.4,29,4.96,9422.74,149196,C,Medium,Urban,1003312.9
3968,4,2,7,71,3,16290,36,83.81,23,9.8,16,2.59,6238.1,134312,A,High,Urban,855716.12
4397,5,4,10.2,95,1,4691,91,418.88,16,3.3,5,2.28,2961.01,92882,D,Low,Rural,981795.17
2392,6,2,12.3,111,3,8470,51,480.37,149,7.5,5,4.64,8448.07,126342,E,Low,Rural,551160.48
3461,3,1,15.3,13,3,4841,56,20.44,82,5.4,20,2.88,2050.59,175196,B,Medium,Rural,866171.84
4076,3,1,32.3,90,1,5348,87,39.02,44,6.1,21,3.67,711.68,106951,D,High,Urban,765025.45
4017,6,2,30.2,24,3,18776,27,442.36,73,4,18,4.31,9127.41,37511,D,Medium,Urban,695237.38
2245,6,2,35,76,1,7060,35,407.78,138,9.7,18,1.56,5966.2,74588,E,Medium,Rural,513061.5
1805,3,2,18.4,118,2,16525,63,308.97,60,5.8,5,1.26,1161.59,97567,E,High,Rural,571413.26
3630,4,4,41.3,84,1,5300,17,472.48,37,9.4,11,0.81,6007.43,162287,C,Medium,Rural,803576.88
3472,1,2,10.6,108,1,4338,88,323.22,65,0.2,13,4.54,1877.63,162923,E,High,Urban,707450.27
3672,1,1,23.7,30,1,6487,34,107.99,32,5.8,3,1.4,798.17,184622,E,High,Rural,875666.59
2454,6,1,40.1,100,3,4514,67,364.32,42,7.2,17,1.88,1606.98,136867,E,Medium,Urban,620115.68
4621,2,3,9.4,111,1,18143,77,322.86,111,7.5,25,1.79,7863.52,75958,B,Medium,Rural,915730.56
5262,6,2,5.9,106,1,12280,38,492.87,34,9.1,18,1.87,7678.78,152250,D,Low,Rural,1130942.38
5631,6,4,44.2,53,1,11307,89,106.95,36,0.1,14,3.51,6241.02,197386,D,Low,Urban,1223277.1
3308,1,4,17.5,4,2,10915,7,298.94,99,0.1,12,4.79,2488.62,104727,E,High,Urban,833254.49
4102,3,4,34.4,12,1,12158,87,390.08,22,4.8,14,1.98,7520.19,130756,C,High,Urban,912751.07
1932,6,3,1.8,27,3,9621,79,169.49,88,0.4,26,2.33,4376.43,51146,E,High,Rural,524583.58
801,3,1,34.7,42,1,11547,83,189.84,14,9.7,18,3.97,5352.16,88260,C,Low,Urban,260901.09
4107,3,4,16.1,88,1,14485,14,443.95,131,2.3,20,2.45,9027.59,186375,D,Medium,Rural,1026786.19
4812,2,1,3.3,114,2,3459,6,202.1,149,4.8,2,4.67,4849.65,105066,C,Medium,Urban,904997.33
5632,3,3,30.7,98,1,6273,16,312.37,21,0.7,7,2.76,6450.48,152273,C,Low,Rural,1116459.21
1174,1,2,12.4,46,3,19102,85,444.62,77,5.3,15,2.06,9636.64,95547,A,Medium,Urban,434943.31
1136,4,2,19.6,102,1,10457,85,104.91,144,3.9,28,4.87,4788.2,75103,C,Medium,Urban,304649.02
2225,4,2,4.5,70,3,6423,63,490.94,71,0.5,10,2.42,5826.92,163736,C,Medium,Rural,673959.23
2722,5,4,7.8,37,2,18692,11,350.98,97,3.4,15,1.54,6051.94,134008,B,Low,Urban,872120.94
985,6,2,15.2,95,1,18434,81,248.06,89,4,17,1.3,2786.76,88624,D,High,Rural,407550.91
3881,1,4,4.9,66,2,6479,55,215.46,108,9.9,11,4.98,7500.76,61456,E,Medium,Rural,759432.17
1074,3,3,45.6,61,1,16419,45,477.18,93,2.2,2,3.89,7403.05,28664,A,Medium,Rural,284810.35
1017,4,3,0.8,108,3,3249,46,102.86,79,5.5,27,2.34,2528.79,128384,C,High,Urban,462258.39
4200,1,4,24.5,38,2,3809,78,155.84,93,9.9,21,4.22,626.71,126229,B,Medium,Rural,919621.21
5634,4,1,6.6,36,1,3921,15,153.9,79,7.9,18,2.96,9989.94,86696,B,Medium,Urban,1106878.55
1554,3,2,15.7,118,3,5676,68,144.5,37,9.9,25,1.93,6025.08,161786,E,High,Urban,504734.37
5571,4,2,46.3,113,2,3417,1,234.27,133,9.7,4,3.85,2219.8,24312,E,Low,Rural,842532.97
5458,6,2,8.5,85,1,17916,91,494.59,133,4.9,9,3.86,3193.87,126691,D,Low,Urban,1122743.51
5898,6,4,48.3,7,2,14463,53,444.39,25,7,27,2.75,6369.02,136936,C,Medium,Rural,1272213.39
1805,5,3,10.7,80,1,9167,26,163.97,100,1.2,28,0.7,1807.35,171917,B,Medium,Rural,631466.03
5359,5,2,37.2,51,3,2469,30,211.44,74,4.5,17,0.85,854.17,55215,A,High,Rural,843053.18
4720,4,3,27.6,90,3,8292,40,334.74,37,8.1,17,4.05,8085.56,107564,D,High,Rural,993009.72
2590,1,2,44.3,32,2,7931,35,8.58,82,5.1,17,4.21,7300.54,122613,C,Medium,Rural,741455.08
5899,6,2,27.9,109,2,2091,46,410.08,142,7.1,16,3.55,3441.22,142184,E,Medium,Rural,1208502.68
5405,1,4,27,80,1,17363,42,439.9,55,7.5,20,4.28,1055.67,192150,C,Low,Urban,1282500.64
4172,1,1,10.2,41,3,1260,64,428.6,104,2.6,25,3.74,5119.57,56264,E,Low,Urban,728362.18
5880,4,4,8.7,75,1,11456,49,187.53,30,8.8,8,4.54,3123.77,185556,C,Low,Urban,1327535.51
4980,1,2,45.9,111,3,14435,92,231,57,4.7,23,1.18,4278.9,112995,A,Low,Urban,938718.14
4758,6,2,16.7,109,2,10377,0,6.19,72,2.2,15,2.24,3102.71,106857,D,High,Urban,957539.88
5698,3,1,18.9,26,1,16813,71,199.7,131,8.7,1,2.59,2165.04,137602,E,Low,Rural,1134849.69
5357,5,3,38.1,111,1,5301,56,230.21,9,4.2,19,1.84,4176.4,119976,A,Low,Urban,976263.96
3313,3,3,17.3,7,3,8207,15,453.49,72,7.5,25,3.76,9666.49,193234,B,Medium,Rural,957780.88
2803,1,2,47.6,22,3,17476,27,446.99,14,5.5,15,4.61,3029.16,108465,A,Low,Urban,654475.64
3720,3,3,37,105,3,9556,85,483.05,97,3.9,9,2.36,3691.68,134644,A,Medium,Urban,879019.72
1566,6,2,30.1,112,2,14795,81,442.55,62,8.1,5,4.74,3627.8,59794,A,Medium,Rural,427345.63
5544,6,1,44.1,63,1,7125,21,4.1,18,5.9,16,2.83,5062.74,49237,E,Low,Urban,845671.71
5803,1,1,3,92,3,2924,40,320.73,112,4,28,2.85,8513.3,133742,B,Low,Urban,1185994.35
4032,4,2,13.2,113,2,7683,75,34.12,62,1.2,13,3.2,4320.16,85294,D,Medium,Urban,760535.96
1288,3,1,23.5,19,3,19922,18,136.3,115,9,16,1.71,8158.41,151439,A,High,Rural,526792.32
4843,4,4,11.7,15,1,19660,88,289.15,20,0.5,22,2.23,1592.62,33417,E,Medium,Urban,845202.4
4301,4,4,37.3,16,3,14331,49,350.31,144,8.6,11,2.99,9001.62,72328,E,High,Rural,872024.03
941,2,1,46,79,1,10945,58,327.32,145,3.7,13,4.74,2260.39,157845,D,High,Urban,430733.35
5782,1,2,21.5,18,2,18294,68,24.53,80,6.4,6,3.39,872.41,165277,C,Low,Rural,1331933.27
2324,5,2,17.4,119,2,1306,33,51.8,65,9.2,26,2,2004.37,122116,B,Low,Urban,629398.93
5022,6,1,48.1,119,3,5231,38,64.29,64,1.6,20,0.55,2312.12,75443,B,Low,Rural,849294.16
2392,6,3,22.5,7,1,7028,73,45.71,42,5.7,17,4.92,5330.79,67119,A,Low,Rural,496080.31
2359,1,4,24.7,37,1,13207,6,89.12,56,7.7,5,2.72,4774.41,53668,C,Medium,Urban,487600.51
3812,5,3,17.9,37,1,7658,51,344.24,137,7.6,29,4.72,7300.81,22770,B,High,Urban,723710.98
1589,6,2,45.5,52,3,7336,59,415.42,36,5.3,17,2.97,984.04,195380,A,Medium,Urban,642544.87
2862,1,2,28.7,92,1,14896,51,204.41,119,6.3,1,3.22,5228.21,57948,C,High,Rural,476687.68
3082,6,3,38.2,104,1,10630,78,346.39,68,7.6,27,3.7,3658.48,133612,E,Medium,Urban,771073.63
1551,4,1,40.7,99,1,18256,23,100.01,55,8.4,5,1.94,6491.71,154678,A,High,Rural,533846.25
1322,3,3,17.4,89,1,2141,25,486.64,118,7.6,5,3.65,915.15,100214,C,Low,Urban,371827.48
3989,3,3,22,30,3,18049,89,175,54,3.6,7,2.87,831.88,139726,D,High,Urban,921733.23
2679,6,4,42.5,43,3,9400,89,422.93,37,10,16,3.53,4558.89,53025,B,Low,Rural,590150.04
3317,2,4,18.5,59,1,1951,9,472.68,14,4.4,18,4.26,8207.73,70373,A,High,Urban,724633.58
2932,5,3,39.8,75,1,10249,16,432.36,143,0.3,6,1.33,6875.39,34388,E,Medium,Urban,554133.31
3976,5,3,47.1,118,2,13936,77,33.53,76,3.7,2,3.26,658.71,102570,A,High,Urban,720682.48
5124,5,2,31.3,16,2,15455,1,325.15,52,1.4,13,0.73,2195.48,128814,B,Medium,Rural,1180447.85
2100,4,4,37.2,78,1,5722,76,60.05,6,1.3,10,0.96,2653.95,50920,B,Medium,Rural,494177.15
885,5,4,40.4,72,1,13812,26,2.83,54,2.9,21,3.54,4519.06,186265,C,Low,Rural,584709.7
4095,3,2,42.3,38,2,5008,72,25.89,51,0.6,20,0.82,6073.8,166083,E,High,Rural,971163.4
2665,4,1,20.1,41,2,11060,70,458.07,3,6.9,11,3.18,2556.37,117883,C,Medium,Urban,711726.13
1368,1,4,3,47,1,14056,47,454.23,42,0.8,26,1.49,4133.89,182326,E,High,Urban,666579.2
3657,5,4,20.4,11,3,7655,73,112.91,39,2.1,21,1.87,6047.46,78266,A,Low,Urban,756281.77
4889,5,1,33.9,95,3,18155,8,273.53,120,1,2,1.08,4142.64,137847,A,Low,Rural,1048485.49
5683,1,4,22.8,88,1,14027,85,477.51,29,0.7,8,1.62,1860.11,31106,C,High,Urban,962292.34
5832,5,4,37.6,102,1,5030,22,248.35,137,2.8,24,4.2,5170.78,41786,D,Medium,Rural,988358.77
2761,1,1,18.2,17,2,1521,70,196.79,102,5.8,22,3.37,3577.94,36944,B,Medium,Urban,438711.1
3893,4,1,31.9,78,2,2400,72,241.62,6,9.7,19,4.77,8709.79,93917,C,Medium,Rural,816468.56
1546,3,3,9.7,95,3,12930,26,395.11,108,8.8,20,0.72,7868.44,192236,C,High,Rural,623319.78
5526,1,2,37.6,5,1,4723,87,238.64,19,8.8,17,4.07,2307.61,179787,A,Medium,Urban,1196331.41
3935,2,2,27.5,107,2,7579,92,391.64,48,1.8,16,3.65,1950.04,116895,B,Medium,Rural,780785.47
4750,1,1,10.6,42,3,19242,80,215.85,95,2.7,25,1.67,3802.93,186881,C,Medium,Rural,1068509.63
5495,5,1,14.9,115,3,5781,83,126,58,0.9,10,3.78,4415.66,26844,A,Low,Urban,912064.18
5473,4,4,37.6,34,3,13873,70,163.24,89,7.8,5,3.72,9354.17,69864,A,Medium,Rural,1004847.14
2081,6,3,24.4,97,2,19782,42,38.91,25,0.8,14,2.57,3365.4,188246,C,High,Rural,782403.25
2501,4,3,11.2,101,2,17526,6,248.69,35,5.6,24,3.6,8742.05,65933,C,High,Urban,506403.26
4051,6,1,48.4,119,1,12043,91,74.06,125,2.6,19,2.5,5300.44,33144,A,Medium,Rural,561273.85
4664,1,4,35.9,53,1,17375,82,405.77,42,2.5,4,2.01,8913.43,27649,C,High,Rural,892744.04
654,3,4,47.9,61,3,18101,62,210.3,98,9.9,20,2.6,7168.56,187717,B,High,Rural,599159.18
2423,2,2,21.6,68,3,1642,83,382.5,32,7.6,16,4.53,7229.7,123955,A,Medium,Urban,574065.77
5897,4,2,24,81,2,19932,43,477.23,99,8.4,24,2.23,5428.58,32818,A,Low,Urban,1018460.16
4062,5,4,44.9,15,2,12885,38,424.74,96,5.8,15,2.32,8482.89,56880,C,Medium,Urban,777820.73
3679,6,2,26.5,7,1,8549,39,475.73,44,8.7,28,3.24,2917.04,80109,C,High,Urban,822289.79
1432,5,1,35.5,88,1,14397,6,283.97,87,6.5,9,3.89,9119.84,188405,C,High,Rural,548812.62
5008,3,4,13,95,1,16074,69,82.66,142,9.5,3,3.81,6549.37,74058,B,Medium,Urban,889765.23
3406,6,2,22.6,89,2,14771,24,467.7,94,2.9,23,0.59,4667.73,176202,A,High,Urban,912799.04
3090,4,3,6.6,115,3,1949,58,434.25,16,6,9,3.59,9830.8,177788,D,Low,Urban,861738.37
927,1,4,10.7,85,1,17905,12,432.21,139,6.9,18,2.53,8689.13,51297,B,Medium,Urban,249447.98
3910,5,4,0.5,30,1,15732,85,346.64,21,4,4,2.86,7834.2,39062,B,High,Rural,736894.01
3900,3,3,2.4,106,2,17738,80,312.46,89,8.8,19,3.03,3102.07,49492,A,Low,Rural,801918.33
4275,4,1,48.9,9,1,18866,85,7.36,77,9.8,24,3.79,9750.54,106861,D,High,Urban,874552.98
3654,4,3,12.5,55,3,10839,97,374.03,139,5,4,4.24,7558.38,161639,A,Low,Rural,898387.16
5983,4,4,33.3,75,2,13823,61,45.77,113,4,9,3.41,6249.56,56806,B,High,Urban,1120762.47
2743,4,1,42,116,1,19599,7,129.88,67,4.8,1,3.04,9257.09,120108,C,Medium,Urban,764141.78
5807,6,2,27.8,91,1,19921,44,275.75,109,8.5,1,2.18,2040.73,94457,A,High,Rural,1131005.78
1911,4,2,8.1,69,2,15690,17,225.87,124,6.5,20,1.12,1820.65,89885,A,Medium,Rural,560070.16
3791,5,2,36.5,19,2,7339,87,7.89,140,0.5,19,4.81,5855.28,95191,C,Low,Rural,730140.27
3138,3,4,30.2,4,1,11956,59,411.99,56,5.5,3,2.58,1038.78,67674,D,Low,Rural,725058.69
4583,6,3,36.7,22,3,4765,59,439.4,54,0.3,10,3.05,6807.88,100415,D,High,Rural,991796.05
5147,4,1,38.6,8,2,3827,1,340.94,81,7.8,12,3.88,2787.04,63127,A,Medium,Rural,858115.08
764,2,2,48.8,57,3,3058,65,270.53,106,3.4,18,0.81,1630.75,174574,C,Medium,Urban,397687.72
4877,2,1,28.9,58,1,12519,90,480.37,101,4.8,14,4.35,4390.21,115029,A,Low,Rural,1017225.46
5605,3,4,17.4,92,3,1730,13,59.98,146,8,10,4.09,4926.52,157312,C,Low,Urban,1144156.11
1422,1,2,32.6,79,1,2832,47,368.96,110,0.6,10,3.98,2119.61,127889,B,High,Urban,494673.48
1543,1,4,3.9,53,1,9600,55,64.18,106,1.7,18,0.6,894.59,68544,C,Low,Urban,416706.3
5025,6,3,44.9,45,1,16618,11,190.92,101,4,24,2.87,4433.53,167712,A,Low,Urban,1154968.62
1374,6,4,6.4,21,1,8170,95,292.74,2,2.4,1,0.74,7715.5,52895,E,Medium,Urban,487914.79
2798,6,4,16.7,63,3,5179,91,368.54,147,3.4,15,2.98,8804.9,127878,D,Medium,Rural,836025.72
3756,1,3,40.9,7,1,7299,54,1.86,24,10,8,3.73,1426.71,115387,A,Medium,Rural,854858.7
4842,2,1,30.1,19,1,8830,27,130.3,74,8.3,26,1.05,5484.42,31920,C,Low,Urban,805970.08
4295,1,3,20,50,3,12439,88,269.1,60,8.9,3,3.63,3002.33,100453,C,High,Urban,943798.2
4052,5,3,23.9,77,2,5802,3,266.44,122,9.4,18,2.52,4059.02,181715,D,High,Rural,1063622.5
1514,4,4,42.8,38,3,7615,89,318.81,54,3.5,9,4.15,9367.7,49227,A,Low,Urban,402530.65
1908,6,1,17.3,36,3,7762,35,151.93,38,3,16,2.9,3844.71,43251,E,High,Rural,447006.96
4777,2,2,43.5,49,3,6543,49,270.26,82,2.4,21,2.01,3970.79,44238,B,Low,Rural,825318.03
1113,3,3,4.9,33,1,5883,2,94.89,33,8.3,15,1.99,2489.26,80044,E,High,Rural,320182.49
2520,3,1,39,74,1,16739,0,93.44,112,6.8,5,4.54,9620.17,178795,B,Low,Urban,680058.47
4194,4,3,42.5,117,1,1666,16,288.28,149,2.4,13,2.54,4836.63,54973,B,Medium,Urban,710282.78
5441,2,3,9.5,103,2,1276,70,342.74,26,3.8,22,2.33,5918.73,114292,A,High,Urban,1008847.72
